,Unnamed: 0,wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
3717,23176,17.0192307692308,2.8343439264265,0,0,0,1,0,0,0,1,0,0,24.5,6.0025,14.706125,36.03000625,50,1,4970,9
3718,23177,16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,1,0,0,15.0,2.25,3.375,5.0625,5620,17,4970,9
3719,23183,28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,1,0,0,26.0,6.76,17.576,45.6976,6260,19,770,4
3720,23184,8.65384615384615,2.15800386418294,0,0,1,0,0,0,0,1,0,0,22.0,4.84,10.648,23.4256,9130,22,7770,16
3721,23191,23.0769230769231,3.13883311719466,1,0,0,1,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,910,2,6870,12
3722,23192,9.45240384615385,2.24626908441213,0,0,0,0,1,0,0,1,0,0,9.0,0.81,0.729,0.6561,110,1,6770,11
3723,23196,11.4644970414201,2.43925504630443,0,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,6355,19,770,4
3724,23203,4.51631701631702,1.50769684229948,0,0,1,0,0,0,0,1,0,0,27.0,7.29,19.683,53.1441,7360,20,3770,6
3725,23217,21.5384615384615,3.06984024570771,0,0,1,0,0,0,0,1,0,0,10.0,1.0,1.0,1.0,1540,4,770,4
3726,23218,28.021978021978,3.33298913163562,0,0,0,0,0,1,0,1,0,0,22.0,4.84,10.648,23.4256,2000,6,8370,18
3727,23228,58.1730769230769,4.06342265188351,1,0,1,0,0,0,0,1,0,0,37.0,13.69,50.653,187.4161,50,1,5380,9
3728,23243,15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,1,0,0,10.0,1.0,1.0,1.0,120,1,7580,16
3729,23245,20.7900207900208,3.03447310187042,1,0,1,0,0,0,0,1,0,0,6.0,0.36,0.216,0.1296,4320,15,8990,21
3730,23255,12.0192307692308,2.48650793115497,1,0,1,0,0,0,0,1,0,0,12.0,1.44,1.728,2.0736,4700,16,5380,9
3731,23258,38.4615384615385,3.64965874096066,0,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,8140,21,770,4
3732,23264,36.0576923076923,3.58512021982308,0,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,100000,19,770,4
3733,23299,13.9423076923077,2.63492793627325,1,0,0,0,1,0,0,1,0,0,9.0,0.81,0.729,0.6561,2160,7,490,2
3734,23300,52.8846153846154,3.96811247207919,0,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,8640,21,2070,5
3735,23301,20.1923076923077,3.00530172457014,0,0,0,0,1,0,0,1,0,0,2.0,0.04,0.008,0.0016,2200,8,7870,17
3736,23302,14.2307692307692,2.65540646761679,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,2000,6,8560,19
3737,23309,25.0,3.2188758248682,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,310,1,8190,18
3738,23310,32.0512820512821,3.4673371841667,1,0,0,1,0,0,0,1,0,0,9.5,0.9025,0.857375,0.81450625,120,1,6870,12
3739,23312,38.4615384615385,3.64965874096066,0,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,7200,20,8770,21
3740,23320,12.35,2.51365606307399,1,0,0,1,0,0,0,1,0,0,18.0,3.24,5.832,10.4976,3645,11,8090,18
3741,23335,16.8522267206478,2.82448279766072,1,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,4350,15,5580,9
3742,23336,10.0971153846154,2.31224977757058,0,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,3648,11,7480,14
3743,23337,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,3255,10,8190,18
3744,23338,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,2310,8,7860,17
3745,23353,15.6363636363636,2.74959920401508,0,0,1,0,0,0,0,1,0,0,10.0,1.0,1.0,1.0,7320,20,4780,9
3746,23369,12.2596153846154,2.50631055845115,1,0,0,1,0,0,0,1,0,0,19.5,3.8025,7.414875,14.45900625,5700,17,8470,18
3747,23376,25.0,3.2188758248682,0,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,1360,4,770,4
3748,23385,10.7142857142857,2.371577964481,0,0,0,0,0,1,0,1,0,0,12.0,1.44,1.728,2.0736,1107,3,8680,20
3749,23391,21.6346153846154,3.07429459605709,0,0,0,1,0,0,0,1,0,0,11.0,1.21,1.331,1.4641,5000,17,7780,16
3750,23404,36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,3255,10,8190,18
3751,23405,12.5,2.52572864430826,1,0,1,0,0,0,0,1,0,0,39.0,15.21,59.319,231.3441,4720,16,4970,9
3752,23406,21.6346153846154,3.07429459605709,0,1,0,0,0,0,0,1,0,0,25.0,6.25,15.625,39.0625,8140,21,8870,21
3753,23410,48.0769230769231,3.87280229227486,0,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,410,1,770,4
3754,23422,12.8846153846154,2.55603399380358,0,0,0,0,1,0,0,1,0,0,35.0,12.25,42.875,150.0625,8720,21,1890,5
3755,23441,12.9807692307692,2.5634689722911,1,0,0,1,0,0,0,1,0,0,34.0,11.56,39.304,133.6336,2300,8,7860,17
3756,23446,25.0,3.2188758248682,0,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,8030,21,2880,6
3757,23453,21.6346153846154,3.07429459605709,0,0,0,1,0,0,0,1,0,0,10.0,1.0,1.0,1.0,6355,19,490,2
3758,23459,8.65384615384615,2.15800386418294,0,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,4700,16,5380,9
3759,23460,5.52259615384615,1.70884806745004,1,0,1,0,0,0,0,1,0,0,15.0,2.25,3.375,5.0625,4020,13,7860,17
3760,23462,17.3076923076923,2.85115104474288,0,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,8740,21,7290,14
3761,23465,6.31868131868132,1.8435105342805,1,0,0,1,0,0,0,1,0,0,24.5,6.0025,14.706125,36.03000625,9130,22,490,2
3762,23467,9.3482905982906,2.23519350287407,1,0,0,1,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,4710,16,6570,11
3763,23468,19.7115384615385,2.98120417299108,0,0,0,0,0,1,0,1,0,0,30.0,9.0,27.0,81.0,9620,22,2070,5
3764,23477,20.8333333333333,3.03655426807425,0,0,0,0,0,1,0,1,0,0,7.0,0.49,0.343,0.2401,2200,8,7870,17
3765,23485,6.25,1.83258146374831,1,0,1,0,0,0,0,1,0,0,6.0,0.36,0.216,0.1296,4010,13,8680,20
3766,23493,12.5,2.52572864430826,1,0,0,0,1,0,0,1,0,0,4.0,0.16,0.064,0.0256,3640,11,7980,18
3767,23494,19.2307692307692,2.95651156040071,0,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,20,1,8680,20
3768,23517,15.3846153846154,2.7333680090865,0,0,1,0,0,0,0,1,0,0,8.0,0.64,0.512,0.4096,100000,19,2290,5
3769,23528,13.9423076923077,2.63492793627325,0,0,0,1,0,0,0,1,0,0,12.5,1.5625,1.953125,2.44140625,4760,16,5380,9
3770,23531,42.3076923076923,3.74496892076498,1,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,4720,16,4970,9
3771,23532,28.8461538461538,3.36197666850887,1,0,0,1,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,4760,16,5190,9
3772,23533,90.6593406593407,4.50710897281188,1,0,0,1,0,0,0,1,0,0,20.0,4.0,8.0,16.0,4760,16,5170,9
3773,23534,14.4230769230769,2.66882948794893,1,0,0,1,0,0,0,1,0,0,10.0,1.0,1.0,1.0,5700,17,7470,14
3774,23535,16.4835164835165,2.80236088057345,1,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,4720,16,4470,8
3775,23539,27.8846153846154,3.32807511683319,0,0,0,0,1,0,0,1,0,0,7.0,0.49,0.343,0.2401,4040,13,8680,20
3776,23540,25.0,3.2188758248682,1,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,40,1,6880,12
3777,23548,26.0,3.25809653802148,0,0,0,1,0,0,0,1,0,0,27.5,7.5625,20.796875,57.19140625,140,1,770,4
3778,23550,14.957264957265,2.7051971321198,1,0,0,0,1,0,0,1,0,0,10.0,1.0,1.0,1.0,4110,13,8680,20
3779,23553,24.0384615384615,3.17965511171492,1,0,0,0,1,0,0,1,0,0,26.0,6.76,17.576,45.6976,5700,17,8190,18
3780,23563,19.7115384615385,2.98120417299108,0,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,2145,7,7270,14
3781,23572,10.5769230769231,2.35867455964509,1,0,1,0,0,0,0,1,0,0,10.0,1.0,1.0,1.0,4720,16,4870,9
3782,23575,16.4835164835165,2.80236088057345,1,0,1,0,0,0,0,1,0,0,7.0,0.49,0.343,0.2401,4720,16,4470,8
3783,23576,26.6666666666667,3.28341434600577,0,0,0,0,1,0,0,1,0,0,5.0,0.25,0.125,0.0625,3300,10,8180,18
3784,23577,18.2692307692308,2.90521826601316,0,0,1,0,0,0,0,1,0,0,29.0,8.41,24.389,70.7281,5000,17,4870,9
3785,23578,24.5192307692308,3.1994577390111,0,0,0,1,0,0,0,1,0,0,22.0,4.84,10.648,23.4256,4510,15,8980,21
3786,23579,19.2307692307692,2.95651156040071,1,0,0,0,0,1,0,1,0,0,3.0,0.09,0.027,0.0081,2010,6,7870,17
3787,23580,14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,5410,17,8660,20
3788,23584,9.61538461538461,2.26336437984076,1,0,0,0,0,1,0,1,0,0,11.0,1.21,1.331,1.4641,4040,13,8680,20
3789,23588,27.7777777777778,3.32423634052603,1,0,0,0,1,0,0,1,0,0,12.0,1.44,1.728,2.0736,60,1,9170,21
3790,23591,34.6153846153846,3.54429822530283,0,0,0,0,0,1,0,1,0,0,29.0,8.41,24.389,70.7281,2100,7,7270,14
3791,23592,8.0,2.07944154167984,1,0,0,0,1,0,0,1,0,0,2.0,0.04,0.008,0.0016,5940,17,7870,17
3792,23594,27.8846153846154,3.32807511683319,1,0,0,0,0,1,0,1,0,0,7.0,0.49,0.343,0.2401,2310,8,7860,17
3793,23597,28.2905982905983,3.34252953357335,1,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,60,1,7470,14
3794,23602,27.5,3.31418600467253,0,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,160,1,770,4
3795,23605,21.978021978022,3.09004295302523,0,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,8100,21,3190,6
3796,23623,48.0769230769231,3.87280229227486,0,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,1020,3,4270,7
3797,23624,20.1923076923077,3.00530172457014,0,0,0,0,1,0,0,1,0,0,21.0,4.41,9.261,19.4481,6320,19,7290,14
3798,23636,6.27090301003344,1.83592036501382,1,0,0,1,0,0,0,1,0,0,19.5,3.8025,7.414875,14.45900625,4110,13,8680,20
3799,23639,9.66346153846154,2.2683519213518,0,0,0,1,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,5240,17,5275,9
3800,23645,11.5384615384615,2.44568593663472,1,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,4020,13,8680,20
3801,23681,19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,1,0,0,44.0,19.36,85.184,374.8096,9130,22,6170,10
3802,23701,11.5384615384615,2.44568593663472,0,0,1,0,0,0,0,1,0,0,18.0,3.24,5.832,10.4976,9130,22,2570,6
3803,23709,17.7884615384615,2.878550018931,1,0,0,0,1,0,0,1,0,0,35.0,12.25,42.875,150.0625,2010,6,9480,22
3804,23772,23.7980769230769,3.16960477586142,1,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,4840,16,7380,14
3805,23774,12.2596153846154,2.50631055845115,1,0,1,0,0,0,0,1,0,0,12.0,1.44,1.728,2.0736,2430,8,6770,11
3806,23777,12.0192307692308,2.48650793115497,1,0,0,1,0,0,0,1,0,0,13.5,1.8225,2.460375,3.32150625,2010,6,8180,18
3807,23780,9.72606837606838,2.27480974219217,1,0,1,0,0,0,0,1,0,0,7.0,0.49,0.343,0.2401,310,1,8680,20
3808,23805,27.7777777777778,3.32423634052603,1,0,0,0,1,0,0,1,0,0,14.0,1.96,2.744,3.8416,2310,8,7860,17
3809,23833,25.1831501831502,3.22617512734981,0,0,1,0,0,0,0,1,0,0,15.0,2.25,3.375,5.0625,6800,19,490,2
3810,23838,15.3846153846154,2.7333680090865,0,0,0,0,1,0,0,1,0,0,4.0,0.16,0.064,0.0256,136,1,4560,8
3811,23840,19.2307692307692,2.95651156040071,0,1,0,0,0,0,0,1,0,0,12.0,1.44,1.728,2.0736,7855,21,1180,5
3812,23846,14.4230769230769,2.66882948794893,1,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,4110,13,8680,20
3813,23847,5.76923076923077,1.75253875607477,1,0,1,0,0,0,0,1,0,0,11.0,1.21,1.331,1.4641,4720,16,4970,9
3814,23848,14.9038461538462,2.70161931077192,1,0,1,0,0,0,0,1,0,0,20.0,4.0,8.0,16.0,740,2,5380,9
3815,23857,10.5769230769231,2.35867455964509,1,0,0,1,0,0,0,1,0,0,40.5,16.4025,66.430125,269.04200625,5700,17,9470,22
3816,23862,9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,1,0,0,1.0,0.01,0.001,0.0001,4700,16,5380,9
3817,23884,9.4017094017094,2.24089152398871,1,0,1,0,0,0,0,1,0,0,13.0,1.69,2.197,2.8561,9620,22,4970,9
3818,23898,20.1923076923077,3.00530172457014,1,0,1,0,0,0,0,1,0,0,8.0,0.64,0.512,0.4096,4720,16,4970,9
3819,23921,17.3076923076923,2.85115104474288,1,0,0,1,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,4700,16,5380,9
3820,23925,16.4835164835165,2.80236088057345,1,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,4510,15,8980,21
3821,23934,21.3675213675214,3.06187207605854,0,0,0,1,0,0,0,1,0,0,18.5,3.4225,6.331625,11.71350625,7140,20,9590,22
3822,23938,4.18269230769231,1.43095513194731,1,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,4760,16,5180,9
3823,23945,8.46153846153846,2.13553100833088,0,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,6260,19,770,4
3824,23949,34.1346153846154,3.53031198332809,0,0,0,1,0,0,0,1,0,0,26.5,7.0225,18.609625,49.31550625,100000,17,6990,12
3825,23951,11.094674556213,2.40646522348144,1,0,0,1,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,3245,10,8980,21
3826,23991,20.6730769230769,3.02883222198034,0,1,0,0,0,0,0,1,0,0,25.0,6.25,15.625,39.0625,6320,19,770,4
3827,24022,12.9807692307692,2.5634689722911,1,0,0,1,0,0,0,1,0,0,29.0,8.41,24.389,70.7281,4965,16,6680,11
3828,24023,28.3653846153846,3.34516955019249,0,0,1,0,0,0,0,1,0,0,22.0,4.84,10.648,23.4256,8760,21,7580,16
3829,24026,18.75,2.93119375241642,1,0,1,0,0,0,0,1,0,0,26.0,6.76,17.576,45.6976,540,2,6990,12
3830,24030,14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,4110,13,8680,20
3831,24042,10.6837606837607,2.36872489549859,1,0,1,0,0,0,0,1,0,0,13.0,1.69,2.197,2.8561,5700,17,8770,21
3832,24053,13.8461538461538,2.62800749342867,0,0,0,1,0,0,0,1,0,0,27.5,7.5625,20.796875,57.19140625,3930,12,5380,9
3833,24054,10.6837606837607,2.36872489549859,0,0,0,1,0,0,0,1,0,0,8.0,0.64,0.512,0.4096,310,1,8680,20
3834,24055,19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,1,0,0,18.5,3.4225,6.331625,11.71350625,9600,22,1990,5
3835,24056,13.4615384615385,2.59983661646198,1,0,0,1,0,0,0,1,0,0,36.5,13.3225,48.627125,177.48900625,5310,17,7870,17
3836,24058,14.4230769230769,2.66882948794893,1,0,0,1,0,0,0,1,0,0,15.0,2.25,3.375,5.0625,3255,10,8190,18
3837,24059,15.0,2.70805020110221,1,0,0,1,0,0,0,1,0,0,32.0,10.24,32.768,104.8576,3420,10,8190,18
3838,24062,16.8269230769231,2.82298016777619,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1820,5,8080,18
3839,24073,14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,1,0,0,17.5,3.0625,5.359375,9.37890625,5550,17,6370,10
3840,24082,26.9225961538462,3.29296593971962,1,0,0,0,1,0,0,1,0,0,7.0,0.49,0.343,0.2401,1760,5,7580,16
3841,24091,34.5098039215686,3.54124345530787,0,0,1,0,0,0,0,1,0,0,21.0,4.41,9.261,19.4481,8965,21,2870,6
3842,24102,25.6410256410256,3.24419363285249,0,0,0,0,0,1,0,1,0,0,1.0,0.01,0.001,0.0001,1360,4,7390,14
3843,24120,12.5,2.52572864430826,0,0,1,0,0,0,0,1,0,0,11.0,1.21,1.331,1.4641,530,2,7570,15
3844,24122,20.6730769230769,3.02883222198034,0,1,0,0,0,0,0,1,0,0,14.0,1.96,2.744,3.8416,6355,19,770,4
3845,24124,9.61538461538461,2.26336437984076,1,0,1,0,0,0,0,1,0,0,19.0,3.61,6.859,13.0321,3645,11,7990,18
3846,24127,19.1923076923077,2.95450955773004,1,0,0,0,0,1,0,1,0,0,18.0,3.24,5.832,10.4976,2040,6,8190,18
3847,24130,16.3461538461538,2.79399263090294,1,0,0,0,1,0,0,1,0,0,7.0,0.49,0.343,0.2401,5700,17,7870,17
3848,24133,10.0961538461538,2.3121545440102,0,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,5860,17,8190,18
3849,24135,25.4807692307692,3.23792401983889,0,0,0,0,1,0,0,1,0,0,8.0,0.64,0.512,0.4096,7020,20,6670,11
3850,24140,16.8269230769231,2.82298016777619,0,0,0,1,0,0,0,1,0,0,38.5,14.8225,57.066625,219.70650625,430,1,9590,22
3851,24141,74.2397137745975,4.30729923306369,1,0,0,0,0,1,0,1,0,0,23.0,5.29,12.167,27.9841,3710,12,9470,22
3852,24156,22.1153846153846,3.09627350277587,1,0,0,1,0,0,0,1,0,0,30.0,9.0,27.0,81.0,5400,17,6670,11
3853,24157,13.4615384615385,2.59983661646198,0,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,1540,4,3190,6
3854,24177,12.0192307692308,2.48650793115497,1,0,0,1,0,0,0,1,0,0,4.0,0.16,0.064,0.0256,5700,17,8190,18
3855,24198,13.986013986014,2.63805782928218,1,0,0,0,0,1,0,1,0,0,3.0,0.09,0.027,0.0081,725,2,9170,21
3856,24206,17.0940170940171,2.83872852474433,0,0,1,0,0,0,0,1,0,0,22.0,4.84,10.648,23.4256,9130,22,7790,16
3857,24211,12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,9130,22,770,4
3858,24253,53.8461538461538,3.98613097758187,1,0,0,0,0,1,0,1,0,0,7.0,0.49,0.343,0.2401,3160,10,8090,18
3859,24273,24.0384615384615,3.17965511171492,0,0,0,1,0,0,0,1,0,0,33.0,10.89,35.937,118.5921,3945,12,9590,22
3860,24283,14.3112701252236,2.66104734750687,1,0,0,0,1,0,0,1,0,0,17.0,2.89,4.913,8.3521,800,2,1170,5
3861,24298,15.8653846153846,2.76413966775325,0,0,0,0,1,0,0,1,0,0,15.0,2.25,3.375,5.0625,410,1,7070,13
3862,24351,41.4423076923077,3.72430228395642,1,0,0,0,1,0,0,1,0,0,6.0,0.36,0.216,0.1296,2310,8,7860,17
3863,24352,48.0769230769231,3.87280229227486,0,0,0,1,0,0,0,1,0,0,10.0,1.0,1.0,1.0,4850,16,4265,7
3864,24354,96.1538461538462,4.56594947283481,0,0,0,0,0,1,0,1,0,0,30.0,9.0,27.0,81.0,10,1,7870,17
3865,24374,17.3076923076923,2.85115104474288,0,1,0,0,0,0,0,1,0,0,27.0,7.29,19.683,53.1441,160,1,4090,7
3866,24380,9.61538461538461,2.26336437984076,1,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,5700,17,7280,14
3867,24381,8.84615384615385,2.17998277090171,1,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,9140,22,6190,10
3868,24388,11.4615384615385,2.43899694848392,1,0,0,0,1,0,0,1,0,0,9.0,0.81,0.729,0.6561,4700,16,4970,9
3869,24396,12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,1,0,0,6.0,0.36,0.216,0.1296,7200,20,4670,9
3870,24402,7.7962577962578,2.0536438488587,0,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,4950,16,5690,9
3871,24403,9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,1,0,0,2.0,0.04,0.008,0.0016,4140,13,4970,9
3872,24413,14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,1,0,0,2.0,0.04,0.008,0.0016,430,1,4580,8
3873,24418,9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,5240,17,7470,14
3874,24421,28.8461538461538,3.36197666850887,0,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,630,2,7580,16
3875,24434,13.4615384615385,2.59983661646198,1,0,0,1,0,0,0,1,0,0,5.5,0.3025,0.166375,0.09150625,5240,17,4870,9
3876,24440,22.3084615384615,3.10496604768309,1,0,0,0,0,1,0,1,0,0,30.0,9.0,27.0,81.0,3150,10,7890,17
3877,24443,23.7980769230769,3.16960477586142,1,0,0,0,0,1,0,1,0,0,6.0,0.36,0.216,0.1296,4840,16,7380,14
3878,24444,22.4358974358974,3.11066224022797,1,0,0,0,1,0,0,1,0,0,5.0,0.25,0.125,0.0625,800,2,7380,14
3879,24446,84.1346153846154,4.43241808021029,0,0,0,1,0,0,0,1,0,0,15.5,2.4025,3.723875,5.77200625,50,1,7380,14
3880,24447,52.4475524475524,3.95981366926449,0,0,0,0,1,0,0,1,0,0,30.0,9.0,27.0,81.0,850,2,7390,14
3881,24448,12.0192307692308,2.48650793115497,0,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,310,1,8680,20
3882,24453,24.5192307692308,3.1994577390111,0,0,1,0,0,0,0,1,0,0,17.0,2.89,4.913,8.3521,2630,9,3980,6
3883,24461,14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,1,0,0,26.0,6.76,17.576,45.6976,6730,19,770,4
3884,24463,22.9132569558101,3.1317156494258,0,0,0,0,1,0,0,1,0,0,4.0,0.16,0.064,0.0256,110,1,4795,9
3885,24464,28.8461538461538,3.36197666850887,1,0,0,0,0,1,0,1,0,0,1.0,0.01,0.001,0.0001,3255,10,8190,18
3886,24469,9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,1,0,0,6.0,0.36,0.216,0.1296,4030,13,8680,20
3887,24470,9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,1,0,0,9.0,0.81,0.729,0.6561,4030,13,7380,14
3888,24471,9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,1,0,0,5.0,0.25,0.125,0.0625,4030,13,8680,20
3889,24472,14.5299145299145,2.67620959524655,1,0,0,0,1,0,0,1,0,0,2.0,0.04,0.008,0.0016,2310,8,7860,17
3890,24474,9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,1,0,0,15.0,2.25,3.375,5.0625,7630,20,3895,6
3891,24478,23.0769230769231,3.13883311719466,0,0,0,1,0,0,0,1,0,0,13.0,1.69,2.197,2.8561,1020,3,7380,14
3892,24498,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,4320,15,8990,21
3893,24514,16.8269230769231,2.82298016777619,1,0,1,0,0,0,0,1,0,0,7.0,0.49,0.343,0.2401,5400,17,4670,9
3894,24527,10.9467455621302,2.3930422031493,0,0,0,1,0,0,0,1,0,0,21.5,4.6225,9.938375,21.36750625,20,1,4795,9
3895,24543,62.5,4.13516655674236,1,0,1,0,0,0,0,1,0,0,21.0,4.41,9.261,19.4481,8965,21,2070,5
3896,24548,12.9437869822485,2.5606159033087,0,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,310,1,8680,20
3897,24549,26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,1,0,0,16.0,2.56,4.096,6.5536,1965,5,9370,22
3898,24550,25.9615384615385,3.25661615285105,0,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,150,1,2980,6
3899,24557,5.49450549450549,1.70374859190534,0,0,1,0,0,0,0,1,0,0,10.0,1.0,1.0,1.0,5800,17,3680,6
3900,24576,31.25,3.44201937618241,0,0,0,1,0,0,0,1,0,0,5.5,0.3025,0.166375,0.09150625,120,1,4070,7
3901,24580,18.8461538461538,2.93630885308319,1,0,0,1,0,0,0,1,0,0,32.0,10.24,32.768,104.8576,5120,17,9470,22
3902,24588,19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,1,0,0,10.0,1.0,1.0,1.0,2145,7,9470,22
3903,24590,18.7246963562753,2.92984331331855,1,0,0,1,0,0,0,1,0,0,14.0,1.96,2.744,3.8416,5120,17,9160,21
3904,24591,15.3846153846154,2.7333680090865,0,0,0,1,0,0,0,1,0,0,9.5,0.9025,0.857375,0.81450625,7315,20,770,4
3905,24593,43.2692307692308,3.76744177661704,0,0,0,0,1,0,0,1,0,0,18.0,3.24,5.832,10.4976,4700,16,5190,9
3906,24601,14.4230769230769,2.66882948794893,1,0,1,0,0,0,0,1,0,0,11.0,1.21,1.331,1.4641,4760,16,5380,9
3907,24603,16.0262820512821,2.77423000280678,0,0,0,1,0,0,0,1,0,0,22.5,5.0625,11.390625,25.62890625,4760,16,4670,9
3908,24605,48.0769230769231,3.87280229227486,1,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,4760,16,4870,9
3909,24607,16.8269230769231,2.82298016777619,0,0,1,0,0,0,0,1,0,0,30.0,9.0,27.0,81.0,940,2,6890,12
3910,24618,25.9615384615385,3.25661615285105,0,0,0,1,0,0,0,1,0,0,10.0,1.0,1.0,1.0,1105,3,7590,16
3911,24625,20.979020979021,3.04352293739034,0,0,0,1,0,0,0,1,0,0,7.5,0.5625,0.421875,0.31640625,7200,20,4670,9
3912,24626,15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,1,0,0,9.0,0.81,0.729,0.6561,120,1,7580,16
3913,24632,42.3076923076923,3.74496892076498,0,0,0,0,1,0,0,1,0,0,32.0,10.24,32.768,104.8576,4710,16,6680,11
3914,24646,45.8579881656805,3.82554940742432,0,0,0,0,1,0,0,1,0,0,15.0,2.25,3.375,5.0625,310,1,8680,20
3915,24649,38.9423076923077,3.66208126095921,0,0,1,0,0,0,0,1,0,0,5.0,0.25,0.125,0.0625,4850,16,3570,6
3916,24672,26.4423076923077,3.27496529151924,1,0,0,0,1,0,0,1,0,0,3.0,0.09,0.027,0.0081,3255,10,8190,18
3917,24673,36.0576923076923,3.58512021982308,0,0,0,0,0,1,0,1,0,0,2.0,0.04,0.008,0.0016,5000,17,6870,12
3918,24674,25.0,3.2188758248682,1,0,0,0,1,0,0,1,0,0,10.0,1.0,1.0,1.0,800,2,7470,14
