rownames,wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
29248,36.05769230769231,3.5851202198230836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,3.0625,5.359375,9.37890625,4040,13,8690,20
29262,31.43491124260355,3.447919098309599,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,10.24,32.768,104.8576,50,1,8680,20
29267,12.5,2.5257286443082556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,5520,17,7670,16
29275,15.384615384615385,2.7333680090865,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,2310,8,7860,17
29287,42.73504273504273,3.7550192566184815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,2100,7,7270,14
29288,11.057692307692308,2.403126322215923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.5,4.6225,9.938375,21.36750625,1920,5,7290,14
29291,40.86538461538461,3.7102833627770897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,3255,10,8190,18
29294,16.826923076923077,2.822980167776187,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.3025,0.166375,0.09150625,4920,16,7070,13
29302,30.0,3.4011973816621555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.89,4.913,8.3521,6260,19,770,4
29303,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.01,0.001,0.0001,2320,8,7860,17
29323,25.0,3.2188758248682006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,3.61,6.859,13.0321,2200,8,7890,17
29331,14.423076923076923,2.668829487948929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.81,0.729,0.6561,4700,16,4870,9
29345,17.78846153846154,2.878550018930998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.04,0.008,0.0016,310,1,8680,20
29346,28.365384615384617,3.3451695501924927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,1360,4,770,4
29352,16.826923076923077,2.822980167776187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,1e+05,15,8990,21
29353,13.846153846153847,2.6280074934286737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,9620,22,1180,5
29354,18.26923076923077,2.905218266013159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.81,0.729,0.6561,9600,22,4870,9
29356,6.868131868131868,1.9268921432195514,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,4760,16,5790,9
29362,28.044871794871796,3.333805791542178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,12.25,42.875,150.0625,8965,21,1870,5
29372,24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,9750,22,1870,5
29376,34.798534798534796,3.5495752824036724,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,1.8225,2.460375,3.32150625,7350,20,2490,6
29384,15.384615384615385,2.7333680090865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.84,10.648,23.4256,20,1,4870,9
29387,16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,7.84,21.952,61.4656,4220,14,9390,22
29388,9.89819004524887,2.2923519167140167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,4.0,8.0,16.0,2320,8,7860,17
29396,14.903846153846153,2.7016193107719197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.21,1.331,1.4641,6260,19,770,4
29397,38.07692307692308,3.6396084051071536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,6200,19,770,4
29404,8.653846153846153,2.158003864182938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,0.7225,0.614125,0.52200625,7140,20,6290,10
29405,20.76923076923077,3.033472601536838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,4220,14,7870,17
29413,31.009615384615383,3.4342973300885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,50,1,3970,6
29414,11.217948717948717,2.417515059668023,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34.5,11.9025,41.063625,141.66950625,3400,10,8180,18
29431,6.593406593406593,1.8860701486992963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.21,1.331,1.4641,7240,20,4680,9
29432,15.865384615384615,2.7641396677532537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.4225,0.274625,0.17850625,4220,14,9490,22
29441,18.46153846153846,2.9156895658804545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,9.0,27.0,81.0,1020,3,9570,22
29445,11.057692307692308,2.403126322215923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,7010,20,7380,14
29448,17.307692307692307,2.8511510447428834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,3.0625,5.359375,9.37890625,8140,21,770,4
29451,33.65384615384615,3.5161273483361324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.5,2.7225,4.492125,7.41200625,6355,19,770,4
29455,38.46153846153846,3.649658740960655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,10.89,35.937,118.5921,2320,8,7860,17
29480,16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.69,2.197,2.8561,6230,19,770,4
29497,25.0,3.2188758248682006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,5240,17,4690,9
29503,44.71153846153846,3.8002315994400293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,11.56,39.304,133.6336,3320,10,8190,18
29508,11.201923076923077,2.416085466858428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.61,6.859,13.0321,800,2,8660,20
29514,26.923076923076923,3.2929837970219227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,5.29,12.167,27.9841,2550,8,7870,17
29515,47.98076923076923,3.8708002896041918,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,110,1,8680,20
29520,51.282051282051285,3.937340813412436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,1020,3,6990,12
29521,48.07692307692308,3.872802292274865,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,3.24,5.832,10.4976,2100,7,9570,22
29526,17.5,2.8622008809294686,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.69,2.197,2.8561,4600,15,8470,18
29529,31.25,3.4420193761824107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,9.0,27.0,81.0,2400,8,8570,19
29534,15.865384615384615,2.7641396677532537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,4040,13,8690,20
29535,12.606837606837606,2.534239333976164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.84,10.648,23.4256,8740,21,2980,6
29540,64.1025641025641,4.160484364726646,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,110,1,5590,9
29549,24.03846153846154,3.1796551117149194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,1007,3,6870,12
29551,32.91423076923077,3.4939051104274226,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,3.24,5.832,10.4976,6720,19,7870,17
29552,23.076923076923077,3.138833117194664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,530,2,7470,14
29554,16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,5.76,13.824,33.1776,9600,22,4290,7
29557,25.88757396449704,3.253763083868641,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,9.0,27.0,81.0,2310,8,7860,17
29560,15.384615384615385,2.7333680090865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.1225,0.042875,0.01500625,8650,21,3680,6
29562,67.3076923076923,4.209274528896078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,9.61,29.791,92.3521,110,1,7380,14
29563,145.96066433566435,4.983337163049149,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.44,1.728,2.0736,150,1,4470,8
29569,16.025641025641026,2.7741900036067553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,11.56,39.304,133.6336,10,1,5170,9
29570,21.367521367521366,3.061872076058536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.84,10.648,23.4256,6230,19,770,4
29573,96.15384615384616,4.56594947283481,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,12.96,46.656,167.9616,3060,10,8190,18
29576,18.26923076923077,2.905218266013159,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,2010,6,8370,18
29577,17.78846153846154,2.878550018930998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,1240,3,7580,16
29578,21.634615384615383,3.074294596057093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,5700,17,9590,22
29584,55.55555555555556,4.017383521085972,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,11.56,39.304,133.6336,4850,16,3960,6
29585,31.88259109311741,3.4620601270658566,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,5700,17,9170,21
29593,50.427350427350426,3.9205336950960548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,110,1,6480,11
29602,22.115384615384617,3.0962735027758685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,6260,19,770,4
29604,12.01923076923077,2.486507931154974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,12.25,42.875,150.0625,6200,19,7870,17
29605,40.86538461538461,3.7102833627770897,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,2.89,4.913,8.3521,420,1,9190,21
29611,17.83653846153846,2.8812490759001625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,5000,17,9160,21
29612,16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,5.76,13.824,33.1776,7200,20,2880,6
29616,31.86813186813187,3.4616065094577153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,4.0,8.0,16.0,4760,16,5380,9
29619,19.65811965811966,2.978490467119485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,7200,20,8770,21
29633,19.23076923076923,2.9565115604007097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,220,1,770,4
29634,19.23076923076923,2.9565115604007097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.89,4.913,8.3521,1e+05,21,1990,5
29635,18.803418803418804,2.934038704548651,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,1.96,2.744,3.8416,2630,9,1990,5
29638,12.0,2.4849066497880004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,6520,19,770,4
29639,38.46153846153846,3.649658740960655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.56,4.096,6.5536,1020,3,7380,14
29641,42.30769230769231,3.74496892076498,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,4700,16,4795,9
29644,9.89010989010989,2.2915352568074607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.81,0.729,0.6561,4040,13,8690,20
29647,13.942307692307692,2.634927936273247,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,11.56,39.304,133.6336,4220,14,5380,9
29650,24.444444444444443,3.196402969016142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.5,2.4025,3.723875,5.77200625,1460,4,3390,6
29652,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,310,1,8680,20
29674,53.49038461538461,3.9795019109339207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.5,3.8025,7.414875,14.45900625,1020,3,7490,14
29687,40.86538461538461,3.7102833627770897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,3.61,6.859,13.0321,3740,12,9470,22
29698,25.96153846153846,3.2566161528510476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,10.24,32.768,104.8576,7010,20,7860,17
29705,23.076923076923077,3.138833117194664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,2310,8,7860,17
29715,20.673076923076923,3.028832221980336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.5,2.1025,3.048625,4.42050625,7210,20,770,4
29718,20.192307692307693,3.005301724570142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.89,4.913,8.3521,7200,20,8770,21
29720,30.76923076923077,3.4265151896464454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,6260,19,770,4
29721,11.434511434511435,2.436636101114801,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.1225,0.042875,0.01500625,310,1,8680,20
29748,17.482517482517483,2.861201380596385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.24,5.832,10.4976,9130,22,4870,9
29749,16.346153846153847,2.793992630902935,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.69,2.197,2.8561,5240,17,4670,9
29754,36.05769230769231,3.5851202198230836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,4820,16,6890,12
29768,18.26923076923077,2.905218266013159,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.04,0.008,0.0016,2810,9,6470,11
29769,34.18803418803419,3.5318757053042718,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,7.84,21.952,61.4656,150,1,3390,6
29782,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.2025,0.091125,0.04100625,3645,11,7580,16
29786,35.042735042735046,3.556568317894643,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0,6.76,17.576,45.6976,160,1,3580,6
29800,34.13461538461539,3.530311983328089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,7.84,21.952,61.4656,7340,20,6670,11
29802,12.5,2.5257286443082556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.2025,0.091125,0.04100625,4040,13,8680,20
29803,14.903846153846153,2.7016193107719197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,6230,19,770,4
29813,14.835164835164836,2.6970003649156253,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.81,0.729,0.6561,4040,13,8680,20
29820,17.582417582417584,2.8668994017110228,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,3600,11,8270,18
29824,14.423076923076923,2.668829487948929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.96,2.744,3.8416,140,1,3190,6
29825,21.634615384615383,3.074294596057093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,50,1,770,4
29830,153.84615384615384,5.035953102080546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,20,1,4770,9
29832,31.25,3.4420193761824107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,7.29,19.683,53.1441,1820,5,7970,18
29845,13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,7340,20,7380,14
29849,13.986013986013987,2.6380578292821752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.89,4.913,8.3521,410,1,7070,13
29854,15.865384615384615,2.7641396677532537,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,1050,3,6990,12
29867,13.461538461538462,2.5998366164619773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,0.7225,0.614125,0.52200625,5610,17,3390,6
29868,12.474012474012474,2.5236474781044307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.21,1.331,1.4641,4000,13,8680,20
29871,13.675213675213675,2.6155849734301166,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.21,1.331,1.4641,5700,17,7870,17
29881,18.26923076923077,2.905218266013159,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.5,6.0025,14.706125,36.03000625,150,1,5380,9
29908,19.23173076923077,2.9565615591507513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.44,1.728,2.0736,9600,22,3080,6
29912,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.84,10.648,23.4256,5620,17,5380,9
29916,15.384615384615385,2.7333680090865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.2025,0.091125,0.04100625,4010,13,8680,20
29919,10.989010989010989,2.396895772465287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.3025,0.166375,0.09150625,4510,15,8980,21
29920,27.47252747252747,3.313186504339442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.3025,0.166375,0.09150625,4620,15,8590,19
29951,27.884615384615383,3.3280751168331926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,4.41,9.261,19.4481,4760,16,5380,9
29958,6.490384615384615,1.8703217917311572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.04,0.008,0.0016,4700,16,4970,9
29969,12.01923076923077,2.486507931154974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,41.5,17.2225,71.473375,296.61450625,4220,14,7860,17
29970,26.442307692307693,3.274965291519244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.5,1.8225,2.460375,3.32150625,7360,20,3770,6
29976,528.845673076923,6.270696655981913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.61,6.859,13.0321,4760,16,4690,9
29981,28.846153846153847,3.361976668508874,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,10.24,32.768,104.8576,2010,6,8190,18
30006,23.557692307692307,3.1594524043974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,350,1,7970,18
30007,26.442307692307693,3.274965291519244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,120,1,6870,12
30017,26.923076923076923,3.2929837970219227,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.24,5.832,10.4976,5110,17,8470,18
30019,6.730769230769231,1.906689435902032,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,310,1,8680,20
30024,25.0,3.2188758248682006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,4.41,9.261,19.4481,5520,17,9470,22
30030,11.153846153846153,2.4117843849590375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,6.76,17.576,45.6976,4210,14,7770,16
30038,9.134615384615385,2.2120710854532137,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,4010,13,8680,20
30041,33.65384615384615,3.5161273483361324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.01,0.001,0.0001,4850,16,3390,6
30048,13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,0.5625,0.421875,0.31640625,8255,21,1990,5
30059,28.846153846153847,3.361976668508874,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.04,0.008,0.0016,1020,3,7380,14
30063,27.47252747252747,3.313186504339442,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,2310,8,7860,17
30085,20.192307692307693,3.005301724570142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,5620,17,5070,9
30101,15.14423076923077,2.7176196521183607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.5,11.2225,37.595375,125.94450625,1e+05,21,1280,5
30117,17.78846153846154,2.878550018930998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,0.5625,0.421875,0.31640625,7800,21,4970,9
30118,17.78846153846154,2.878550018930998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,8030,21,2670,6
30128,36.058653846153845,3.585146886134201,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,430,1,1e+05,5
30129,25.96153846153846,3.2566161528510476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.09,0.027,0.0081,4810,16,6990,12
30130,52.88461538461539,3.9681124720791896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,120,1,6970,12
30133,51.282051282051285,3.937340813412436,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,9.0,27.0,81.0,3255,10,8190,18
30138,28.525641025641026,3.350803367910749,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,3.0625,5.359375,9.37890625,9240,22,6080,10
30139,24.03846153846154,3.1796551117149194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.61,6.859,13.0321,8000,21,3580,6
30143,30.28846153846154,3.410766832678306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,1060,3,4490,8
30157,11.538461538461538,2.445685936634719,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,4700,16,5380,9
30159,22.115384615384617,3.0962735027758685,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.49,0.343,0.2401,3245,10,8270,18
30160,27.884615384615383,3.3280751168331926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,14.44,54.872,208.5136,530,2,7570,15
30163,29.12087912087912,3.3714554124634177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.64,0.512,0.4096,2100,7,7270,14
30166,14.311270125223613,2.661047347506874,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.16,0.064,0.0256,5940,17,8290,18
30167,19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,12.96,46.656,167.9616,7350,20,7580,16
30171,14.423076923076923,2.668829487948929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.125,0.0625,6230,19,770,4
30172,16.826923076923077,2.822980167776187,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.36,0.216,0.1296,3640,11,7980,18
30173,14.423076923076923,2.668829487948929,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.81,0.729,0.6561,4030,13,1190,5
30175,35.38461538461539,3.566277132021604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0,1020,3,7380,14
30178,15.865384615384615,2.7641396677532537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.24,5.832,10.4976,1e+05,21,2980,6
30182,13.942307692307692,2.634927936273247,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.5,14.8225,57.066625,219.70650625,2440,8,6770,11
30185,5.288461538461538,1.665527379085144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.5,2.1025,3.048625,4.42050625,4720,16,4970,9
